OCQLF,01 COMMUNIQUE LABORATORY INC,BBG000GGBTC7
AGRZF,AGRITEC SYSTEMS INC,BBG000C8D646
AGTK,AGRITEK HOLDINGS INC,BBG000DP4C71
AGTAF,AGRITERRA LTD,BBG000QZ0912
AGU,AGRIUM INC,BBG000BLM0V1
AGBRE,AGRIVEST AMERICAS INC,BBG000BX4P86
AZZQF,AGROKULTURA AB,BBG001LRJY36
ARPUF,AGROTON PUBLIC LTD,BBG0070QTXH4
AGTEF,AGTECH HOLDINGS LTD,BBG000RC37S4
AGLAF,AGUILA AMERICAN GOLD LTD,BBG000DY3RK5
AHC,AH BELO CORP-A,BBG000TGPLG1
GLOV,AHPC HOLDINGS INC,BBG000F8CL96
AIDC,AI DOCUMENT SERVICES INC,BBG000K0NPG8
AIHZF,AI HOLDINGS CORP,BBG000W9P5G8
AAIGF,AIA GROUP LTD,BBG001BDZ212
AIDA,AIDA PHARMACEUTICALS INC,BBG000F9GL63
AEXE,AIM EXPLORATION INC,BBG0033QWZ81
GAPFF,AIMIA INC,BBG000N7G8D9
AIMH,AIMRITE HOLDINGS CORP,BBG000GTKXV9
AINSF,AINSWORTH GAME TECHNOLOGY LT,BBG000DSQ585
ANSBF,AINSWORTH LUMBER CO LTD,BBG002B4M1T6
AIBEF,AIR BERLIN PLC,BBG000R6HG20
AIDIF,AIR CANADA-CLASS A,BBG000R55WR3
AIDEF,AIR CANADA-CLASS B,BBG00181BG26
AICAF,AIR CHINA LTD-H,BBG000PMP3G2
AFRAF,AIR FRANCE-KLM,BBG000NTWP54
AIRI,AIR INDUSTRIES GROUP,BBG000C8XXR0
AL,AIR LEASE CORP,BBG000R3NPZ4
ALLLZ,AIR LEASE CORP- 144A,BBG002QRWR39
AIQUF,AIR LIQUIDE SA,BBG000BRR5M2
AMNW,AIR MEDIA NOW! INC,BBG000BKHB45
AIRM,AIR METHODS CORP,BBG000CN1744
ANZFF,AIR NEW ZEALAND LTD,BBG000CSDT06
APD,AIR PRODUCTS & CHEMICALS INC,BBG000BC4JJ4
AIRT,AIR T INC,BBG000BBH316
ATPN,AIR TEMP NORTH AMERICA INC,BBG000GNQ7C4
AITG,AIR TRANSPORT GROUP HOLDINGS,BBG000H1B586
ATSG,AIR TRANSPORT SERVICES GROUP,BBG000BLW5F7
AWTRF,AIR WATER INC,BBG000CFD9Y1
AIABF,AIRASIA BHD,BBG000QQM4C7
ABPR,AIRBORNE SECURITY & PROTECTI,BBG000N8LW93
ABSSF,AIRBOSS OF AMERICA CORP,BBG000F70XS4
EADSF,AIRBUS GROUP NV,BBG000BJJR23
AYR,AIRCASTLE LTD,BBG000KZCJJ4
ARG,AIRGAS INC,BBG000BC8G88
AILQF,AIRIQ INC,BBG000PM0XW5
AIPBF,AIRPORTS OF THAILAND PCL,BBG000QBK4X9
AIRO,AIRSPAN NETWORKS INC,BBG000BT6KR3
ATCH,AIRTOUCH COMMUNICATIONS INC,BBG000VDN5C6
ARTR,AIRTRONA INTERNATIONAL INC,BBG000TT98Q9
AIRW,AIRWARE LABS CORP,BBG0016N4G46
AWRKF,AIRWORK HOLDINGS LTD,BBG006YTKWX6
ASEKF,AISIN SEIKI CO LTD,BBG000DW4CP6
ASYI,AISYSTEMS INC,BBG000QZPJB2
AITPF,AIT CORP,BBG003NPXVX1
AIVI,AIVTECH INTERNATIONAL GROUP,BBG000Q36M72
AIXXF,AIXTRON SE,BBG000LJD6S6
AJGH,AJ GREENTECH HOLDINGS LTD,BBG000VFVRS7
AJLGF,AJ LUCAS GROUP LTD,BBG000F4LFF1
AJAC,AJA CANNAFACTURING INC,BBG002767R16
AJINF,AJINOMOTO CO INC,BBG000C059W5
AJISF,AJIS CO LTD,BBG000PQXLJ1
AJSCF,AJISEN CHINA HOLDINGS LTD,BBG000R3D2T3
AJSB,AJS BANCORP INC,BBG000DRQ8H1
AKS,AK STEEL HOLDING CORP,BBG000BL8GJ6
AKAM,AKAMAI TECHNOLOGIES INC,BBG000BJQWD2
AKKVF,AKASTOR ASA,BBG000QQLFL3
AKBA,AKEBIA THERAPEUTICS INC,BBG000R33R00
AKBIF,AKEBONO BRAKE INDUSTRY CO,BBG000CTWMS8
AKLPF,AKELA PHARMA INC,BBG000D089H8
AKAAF,AKER ASA-A SHARES,BBG000QBK5F6
AKRRF,AKER PHILADELPHIA SHIPYARD,BBG000V37RN6
AKER,AKERS BIOSCIENCES INC,BBG000RP05T1
AKESQ,AKESIS PHARMACEUTICALS INC,BBG000C3VW68
AKFHF,AKFEN HOLDING A S,BBG0058QY1J2
AKBKF,AKITA BANK LTD/THE,BBG000DY8TL5
AKTAF,AKITA DRILLING LTD-CL A,BBG000PMSNF6
AKRX,AKORN INC,BBG000BBJB07
PKCPF,AKR CORPORINDO TBK PT,BBG000PY19K4
AKSY,AKSYS LTD,BBG000GF80K7
AKASF,AKVA GROUP ASA,BBG005YZD124
AKZOF,AKZO NOBEL,BBG000BNZNQ9
AAIIQ,ALABAMA AIRCRAFT INDUSTRIES,BBG000HPGHW5
ABGPF,ALABAMA GRAPHITE CORP,BBG003TDR7L5
ALIAF,ALACER GOLD CORP,BBG000G2G3H5
ALME,ALAMO ENERGY CORP,BBG000PSWCR9
ALG,ALAMO GROUP INC,BBG000BJTZX0
ALMG,ALAMOGORDO FINANCIAL CORP,BBG000BVSYQ5
AGI,ALAMOS GOLD INC,BBG000N3L9P7
ALAN,ALANCO TECHNOLOGIES INC,BBG000C3ZKG9
ALULF,ALARA RESOURCES LTD,BBG000Q5QDJ2
ARFS,ALARION FINANCIAL SERVICES,BBG000NDGY12
ALARF,ALARIS ROYALTY CORP,BBG003312L44
ARFCF,ALARMFORCE INDUSTRIES INC,BBG000SR5968
ALK,ALASKA AIR GROUP INC,BBG000BBL0Y1
ALSK,ALASKA COMM SYSTEMS GROUP,BBG000DFVMC5
ALKHF,ALASKA HYDRO CORP,BBG001BDZH91
ASKE,ALASKA PACIFIC ENERGY CORP,BBG000PSB1Z7
APTL,ALASKA POWER & TELEPHONE CO,BBG000BG6R50
AXVEF,ALBA MINERALS LTD,BBG000KRXSJ9
AIN,ALBANY INTL CORP-CL A,BBG000BRWWH3
AMRI,ALBANY MOLECULAR RESEARCH,BBG000B9ZJ61
ABEA,ALBEA SA,BBG006RDYLF8
ABMLF,ALBEMARLE & BOND HOLDINGS,BBG000MF9993
ALB,ALBEMARLE CORP,BBG000BJ26K7
AOSDF,ALBERTA OILSANDS INC,BBG000RF6JT7
ASXSF,ALBERTA STAR DEVELOPMENT COR,BBG000D940C7
ACBC,ALBINA COMMUNITY BANCORP,BBG000BKHGX2
ALALF,ALCATEL-LUCENT,BBG000J13JX5
ABDC,ALCENTRA CAPITAL CORP,BBG0064VDP03
AEMAF,ALCHEMIA LTD,BBG000BSKYG1
ALMY,ALCHEMY CREATIVE INC,BBG000CZG7J5
ALCS,ALCO STORES INC,BBG000BH1NT6
AA,ALCOA INC,BBG000B9WH86
ADHD,ALCOBRA LTD,BBG003TQYJG8
ALCYF,ALCYONE RESOURCES LTD,BBG000BXKW92
ACA,ALDA CAPITAL CORP,BBG001KSCHP5
9477363Z,ALDA OFFICE PROPERTIES INC,BBG001WL6HX5
ALDR,ALDER BIOPHARMACEUTICALS INC,BBG0027DTTL1
ARLSF,ALDER RESOURCES LTD,BBG00171ZYV0
AXX,ALDERON IRON ORE CORP,BBG000BFDZM7
ALZTF,ALDERSHOT RESOURCES LTD,BBG000CYZ2L5
ALDX,ALDEYRA THERAPEUTICS INC,BBG0029H8ZF6
AGMIF,ALDRIDGE MINERALS INC,BBG000MVGK59
AOUFF,ALDRIN RESOURCES CORP,BBG0014J74Q7
ALNXF,ALENT PLC,BBG0044K9BG1
AEORF,ALEO SOLAR AG,BBG000QSB4B6
ALR,ALERE INC,BBG000BYKSX2
ARS,ALERIS CORP,BBG001NN9JP3
ALRS,ALERUS FINANCIAL CORP,BBG000BTXSH7
ALEX,ALEXANDER & BALDWIN INC,BBG0033KWFB4
ANLBF,ALEXANDER NUBIA INTERNATIONA,BBG001925QM6
ALXDF,ALEXANDRIA MINERALS CORP,BBG000RJK595
AXU,ALEXCO RESOURCE CORP,BBG000NWN5K4
ALXN,ALEXION PHARMACEUTICALS INC,BBG000G30YX4
ALXA,ALEXZA PHARMACEUTICALS INC,BBG000LFD7F6
ALFVF,ALFA LAVAL AB,BBG000GWNMJ7
ALFFF,ALFA S.A.B.-A,BBG000BPKCX6
AGBCF,ALGAE BIOSCIENCES CORP,BBG002QP4LL7
ALGA,ALGAE INTERNATIONAL GROUP IN,BBG000D1J1K7
ALGZF,ALGETA ASA,BBG000W5DJP9
ALGC,ALGIERS BANCORP INC,BBG000H0GX91
AGMJF,ALGOMA CENTRAL CORP,BBG000HXB5R5
AQUNF,ALGONQUIN POWER & UTILITIES,BBG000G28WZ0
AHBRF,ALHAMBRA RESOURCES LTD,BBG000BVG279
ACNE,ALICE CONS MINING INC,BBG000BPK2T3
ALCO,ALICO INC,BBG000BBJR57
ALGN,ALIGN TECHNOLOGY INC,BBG000BRNLL2
ANCUF,ALIMENTATION COUCHE-TARD -B,BBG000KNP6Y8
ANCTF,ALIMENTATION COUCHE-TARD INC,BBG000KNPRY2
ALIM,ALIMERA SCIENCES INC,BBG000QLS2G2
ALTHF,ALINTA HOLDINGS,BBG004NSP1Z6
ARXRF,ALIX RESOURCES CORP,BBG000BBYJ67
ALJJ,ALJ REGIONAL HOLDINGS INC,BBG000LCQSJ9
AKBLF,ALK-ABELLO A/S,BBG000NQV0V7
WTER,ALKALINE WATER CO INC/THE,BBG0027DMW59
ALKM,ALKAME HOLDINGS INC,BBG0027J6NK7
ALKN,ALKANE INC,BBG000G9DSY9
ALKEF,ALKANE RESOURCES LTD,BBG000FKFPH8
ALKS,ALKERMES PLC,BBG000C9F2F9
AALTF,ALL AMERICA LATINA LOGISTICA,BBG00387FHV1
AAEH,ALL AMERICAN ENERGY HOLDING,BBG000DV26X4
AAGC,ALL AMERICAN GOLD CORP,BBG000R4MM71
AAPT,ALL AMERICAN PET CO INC,BBG000R7ZH35
AFSE,ALL ENERGY CORP,BBG000C48X51
HYII,ALL GRADE MINING INC,BBG000CGJKN0
PTPF,ALL MARKETING SOLUTIONS INC,BBG001PM4LP3
ATPT,ALL STATE PROPERTIES HOLDING,BBG000BQFL24
AWRS,ALL WORLD RESOURCES CORP,BBG000QQ1TP1
AASP,ALL-AMERICAN SPORTPARK INC,BBG000K2W621
ALLQ,ALL-Q-TELL CORP,BBG000KNWC13
ALLRF,ALLANA POTASH CORP,BBG000BMRLB0
ADGL,ALLDIGITAL HOLDINGS INC,BBG000CZG7Z7
Y,ALLEGHANY CORP,BBG000BX6BJ3
ALGY,ALLEGHANY PHARMACAL CORP,BBG000BF6MG1
AWRY,ALLEGHENY & WESTERN RAILWAY,BBG000BHL390
ATI,ALLEGHENY TECHNOLOGIES INC,BBG000LC1FS4
AVLY,ALLEGHENY VALLEY BANCORP PA,BBG000BG40N1
ABPA,ALLEGIANCE BANK OF NORTH AME,BBG000KNS951
ALLIF,ALLEGIANCE EQUITY CORP,BBG0036X8P00
APRO,ALLEGIANT PROFESSIONAL BUSIN,BBG000RF21M7
ALGT,ALLEGIANT TRAVEL CO,BBG000LJS6B8
ALLE,ALLEGION PLC,BBG003PS7JV1
ALRY,ALLENERGY INC,BBG000FMPLC7
AGN,ALLERGAN INC,BBG000BHQ1H0
AGYTF,ALLERGY THERAPEUTICS PLC,BBG000Q748S3
ALE,ALLETE INC,BBG000CYW7N5
ALLB,ALLIANCE BANCORP INC OF PENN,BBG000JSLT28
ACGX,ALLIANCE CREATIVE GROUP INC,BBG000BT9JX6
ADS,ALLIANCE DATA SYSTEMS CORP,BBG000BFNR17
ADTR,ALLIANCE DISTRIBUTORS HOLDIN,BBG000F3JBD7
AETR,ALLIANCE ENTERPRISE CORP,BBG000BS6F78
AFOP,ALLIANCE FIBER OPTIC PRODUCT,BBG000C4F3V0
ALGGF,ALLIANCE GLOBAL GROUP INC,BBG000HMRT18
AGXXF,ALLIANCE GRAIN TRADERS INC,BBG000VZ1T66
AIQ,ALLIANCE HEALTHCARE SERVICE,BBG000C2TB32
ALLM,ALLIANCE MEDIA GROUP HOLDING,BBG0032F1309
ANBD,ALLIANCE NATIONAL BANK/DALTO,BBG000QGDC68
AOI,ALLIANCE ONE INTERNATIONAL,BBG000BV0800
ARVY,ALLIANCE RECOVERY CORP,BBG000DZK4V2
AEGMF,ALLIANCE RESOURCES LTD,BBG000BWG3J2
ASFOF,ALLIANCE SELECT FOODS INTERN,BBG005QRV1V9
ALSC,ALLIANCE SEMICONDUCTOR CORP,BBG000BLDD43
LNT,ALLIANT ENERGY CORP,BBG000DW4Q75
ATK,ALLIANT TECHSYSTEMS INC,BBG000C4VW39
ALIZF,ALLIANZ SE-REG,BBG000F3R2T1
AAST,ALLIED AMERICAN STEEL CORP,BBG000C45JQ2
AGYP,ALLIED ENERGY CORP,BBG000GBB7W4
AGGI,ALLIED ENERGY INC,BBG000GKWBX1
AFBA,ALLIED FIRST BANCORP INC,BBG000DS29M7
AHPI,ALLIED HEALTHCARE PRODUCTS,BBG000C2RD58
AIBSF,ALLIED IRISH BANKS PLC,BBG000HYFF42
AMOT,ALLIED MOTION TECHNOLOGIES,BBG000BKVYJ3
ANV,ALLIED NEVADA GOLD CORP,BBG000RCZMW1
ADPC,ALLIED PRODUCTS,BBG000GXW3B5
ALOD,ALLIED RESOURCES INC,BBG000LD3WV9
ADSV,ALLIED SECURITY INNOVATIONS,BBG000DS8DQ8
ATSKF,ALLIED TELESIS HOLDINGS KK,BBG000CW0YW5
AWH,ALLIED WORLD ASSURANCE CO,BBG000N8Y8W6
0562917D,ALLIES LTD,BBG0036H6XF4
ALLN,ALLIN CORPORATION,BBG000BS3GC3
ALQA,ALLIQUA INC,BBG000BDFHY7
ALLD,ALLISON INDUSTRIES LTD,BBG000BDB461
ALSN,ALLISON TRANSMISSION HOLDING,BBG001KY3845
AXCP,ALLIXON INTERNATIONAL CORP,BBG000H067T7
NPCUF,ALLON THERAPEUTICS INC,BBG000CFSMC0
ALLT,ALLOT COMMUNICATIONS LTD,BBG000BKXMG0
AYSI,ALLOY STEEL INTERNATIONAL,BBG000C03BL4
ALRHF,ALLREAL HOLDING AG-REG,BBG000G7G2M0
MDRX,ALLSCRIPTS HEALTHCARE SOLUTI,BBG000BLDXH5
ALL,ALLSTATE CORP,BBG000BVMGF2
ALOOF,ALLTRONICS HOLDINGS LTD,BBG0038209X4
ALLY,ALLY FINANCIAL INC,BBG000BC2R71
ALPH,ALLY PHARMA US INC,BBG000C5W4X4
AAU,ALMADEN MINERALS LTD,BBG000DGFSY4
LBTSF,ALMIRALL SA,BBG000VPWWT2
ALMTF,ALMONTY INDUSTRIES INC,BBG004KGNV81
AFAM,ALMOST FAMILY INC,BBG000H9GCQ9
ALNY,ALNYLAM PHARMACEUTICALS INC,BBG000BFGNJ5
ALJ,ALON USA ENERGY INC,BBG000GM3R00
AOSL,ALPHA & OMEGA SEMICONDUCTOR,BBG000QLW222
ALBKF,ALPHA BANK A.E.,BBG000BQHPG8
1075693D,ALPHA ENERGY INC,BBG0077ZRS71
ALPXF,ALPHA EXPLORATION INC/CANADA,BBG005RSNF44
ALEV,ALPHA LUJO INC,BBG000N836D5
ANR,ALPHA NATURAL RESOURCES INC,BBG000PM7GJ0
ANAV,ALPHA NETWORK ALLIANCE VENTU,BBG00366LK87
APT,ALPHA PRO TECH LTD,BBG000C1H7Y2
AHAG,ALPHA TECHNOLOGIES GROUP INC,BBG000C1LLD9
AWWI,ALPHA WASTEWATER INC,BBG000FZ5R19
ALPE,ALPHA-EN CORP,BBG000NN87L6
AFRMF,ALPHAFORM AG,BBG000BZ3915
AFMJF,ALPHAMIN RESOURCES CORP,BBG000BQFKT7
APPO,ALPHAPOINT TECHNOLOGY INC,BBG001QG6NM2
ATEC,ALPHATEC HOLDINGS INC,BBG000BBM7Y5
AELEF,ALPINE ELECTRONICS INC,BBG000CQK9J6
APNI,ALPINE GROUP INC,BBG000KN6VS1
ALPN,ALPINE MANAGEMENT SYSTEMS IN,BBG000DBGK17
ALPQF,ALPIQ HOLDING AG-REG,BBG000BWZT13
ALRT,ALR TECHNOLOGIES INC,BBG000BTWJ88
CPBLF,ALS LTD,BBG000CR1YQ2
ALSSF,ALSEA SAB DE CV,BBG000CHGPQ7
ALSE,ALSERES PHARMACEUTICALS INC,BBG000BTMV73
AOMFF,ALSTOM,BBG000BBZFP3
AHSNF,ALTA NATURAL HERBS & SUPPLEM,BBG000BV1BN7
YRLLF,ALTA VISTA VENTURES LTD,BBG000CHN7Z9
ATGFF,ALTAGAS LTD,BBG000F5HVC1
ARSEF,ALTAI RESOURCES INC,BBG000K8N4T4
ATCD,ALTAIR CORP/DE,BBG000DCTW24
AAEEF,ALTAIR GOLD INC,BBG002DMMHW5
ATAO,ALTAIR INTERNATIONAL CORP,BBG004XB0820
ALTI,ALTAIR NANOTECHNOLOGIES INC,BBG000HPCV76
ATMRF,ALTAMIR,BBG000Q9DJ23
ATNVF,ALTAN NEVADA MINERALS LTD,BBG00329FQK5
ATANF,ALTAN RIO MINERALS LTD,BBG00329G183
ABNK,ALTAPACIFIC BANCORP,BBG000BBJZY7
ANRGF,ALTER NRG CORP,BBG000RWXC42
ALTR,ALTERA CORP,BBG000BBMSJ6
AEHI,ALTERNATE ENERGY HOLDINGS IN,BBG000QS7JL7
NGLPF,ALTERNATIVE EARTH RESOURCES,BBG000N8RCD6
ALNE,ALTERNATIVE ENERGY & ENVIRON,BBG001NQ3NC7
ADEC,ALTERNATIVE ENERGY DEVELOPME,BBG000F5YJC9
AEGY,ALTERNATIVE ENERGY PARTNERS,BBG000N628P3
ATNE,ALTERNATIVE ENERGY TECHNOLOG,BBG000MKLDH0
AFTC,ALTERNATIVE FUEL TECHNOLOGIE,BBG000M2JKR6
AFAI,ALTERNATIVE FUELS AMERICA IN,BBG000G5YSL8
AGTI,ALTERNATIVE GREEN TECHNOLOGI,BBG000BRK674
ANAS,ALTERNATURALS INC,BBG000BZM317
ALYI,ALTERNET SYSTEMS INC,BBG000KB3W71
ALTA,ALTEROLA BIOTECH INC,BBG000BZSC48
MGMXF,ALTERRA POWER CORP,BBG000NDLWB9
ALTV,ALTEVA,BBG000BS2F63
ALTX,ALTEX INDUSTRIES INC,BBG000C074Q1
ATGN,ALTIGEN COMMUNICATIONS INC,BBG000BJWQF6
ARSLF,ALTIMA RESOURCES LTD,BBG000R8Q2J9
AAMC,ALTISOURCE ASSET MANAGEMENT,BBG003PNL136
ASPS,ALTISOURCE PORTFOLIO SOL,BBG000CLDMM2
ALMFF,ALTIUM LTD,BBG000CVPWW4
ATUSF,ALTIUS MINERALS CORPORATION,BBG000FWGWJ4
ALTO,ALTO GROUP HOLDINGS INC,BBG000BV7G96
ALVLF,ALTO VENTURES LTD,BBG000G6F8R5
ANRCF,ALTONA ENERGY PLC,BBG000CY5VX1
AIMC,ALTRA INDUSTRIAL MOTION CORP,BBG000Q26KW0
MO,ALTRIA GROUP INC,BBG000BP6LJ8
ATFS,ALTRUST FINANCIAL SERVICES I,BBG000QJWF91
ALTAF,ALTURA MINING LTD,BBG000SW6X36
ALTSF,ALTURAS MINERALS CORP,BBG000LJMY05
ASGTF,ALTUS GROUP LTD,BBG00362YK64
AAARF,ALUAR ALUMINIO,BBG000RV3PZ4
AFPW,ALUMIFUEL POWER CORP,BBG000FQ11X5
AWCMF,ALUMINA LTD,BBG000KC7DK2
ALMMF,ALUMINUM CORP OF CHINA LTD-H,BBG000HVPXP5
ALVRQ,ALVARION LTD,BBG000DT6QV3
ALVOF,ALVOPETRO ENERGY LTD,BBG005PCMSD4
FEIFF,ALVOPETRO INC,BBG000P9T439
ALYE,ALY ENERGY SERVICES INC,BBG000HY62W0
ACERF,AM GOLD INC,BBG000K8G8N9
ACGI,AMACORE GROUP INC/THE,BBG000BD53S6
AMDWF,AMADA CO LTD,BBG000JQDVB6
AMADF,AMADEUS IT HOLDING SA-A SHS,BBG0014LYVN5
ADRGF,AMADOR GOLD CORP,BBG000BV46G3
AAMGF,AMAG AUSTRIA METALL AG,BBG005TN95N0
AMAG,AMAG PHARMACEUTICALS INC,BBG000CHF7G9
BCHS,AMALGAMATED GOLD & SILVER,BBG000D29FP0
AMAOF,AMANA INC,BBG003TLK8Z7
AMSU,AMANASU ENVIRONMENT CORP,BBG000D8DNH4
ANSU,AMANASU TECHNOLOGIES CORP,BBG000FHCGV2
AMANF,AMANO CORP,BBG000CQHTN1
AMHFF,AMANTA RESOURCES LTD,BBG000K3ZRZ4
CLUGF,AMARA MINING PLC,BBG000Q39QQ9
AMBS,AMARANTUS BIOSCIENCE HOLDING,BBG000BDBYQ3
AXREF,AMARC RESOURCES LTD,BBG000P8F2N8
AMARQ,AMARILLO BIOSCIENCES INC,BBG000H6PLR4
AGCBF,AMARILLO GOLD CORP,BBG000HCH452
AMMG,AMARIUM TECHNOLOGIES INC,BBG000MFVFS3
AMRU,AMARU INC,BBG000G3DHS3
AMYGF,AMAYA GAMING GROUP INC,BBG0016WLGY4
AMZN,AMAZON.COM INC,BBG000BVPV84
AZFL,AMAZONAS FLORESTAL LTD,BBG0037TCNW3
AMZZ,AMAZONICA CORP,BBG001PM50X9
AMFC,AMB FINANCIAL CORP,BBG000GHHN50
AMBC,AMBAC FINANCIAL GROUP INC,BBG004HQHKK0
AMBA,AMBARELLA INC,BBG001QZCPJ2
ABCP,AMBASE CORP,BBG000CY8Z05
ABDR,AMBASSADOR FOOD SERVICES,BBG000BBMDZ1
AOIGF,AMBASSADOR OIL AND GAS LTD,BBG005K4ZF41
EPAX,AMBASSADORS GROUP INC,BBG000BCTNV4
AMIEQ,AMBASSADORS INTERNATIONAL,BBG000C315B4
AMBR,AMBER ROAD INC,BBG00593JJ37
ABHI,AMBICOM HOLDINGS INC,BBG000LDPQL9
AMBTQ,AMBIENT CORP,BBG000BNJ3W4
AWGI,AMBIENT WATER CORP,BBG000BJCHK2
AMBI,AMBIT BIOSCIENCES CORP,BBG0018NXYF1
ABYB,AMBOY BANCORPORATION,BBG000BHFJL8
AMNZF,AMBRIAN PLC,BBG000GCCYZ9
AMC,AMC ENTERTAINMENT HLDS-CL A,BBG000TDCVT6
ACFL,AMC FINANCIAL HOLDINGS INC,BBG000CH55T0
AMCX,AMC NETWORKS INC-A,BBG000H01H92
ATMUF,AMCOM TELECOMMUNICATIONS LTD,BBG000M671C8
DIT,AMCON DISTRIBUTING CO,BBG000JWS4F3
AFCL,AMCOR FINANCIAL CORP,BBG000C33942
AMCRF,AMCOR LIMITED,BBG000C73097
DOX,AMDOCS LTD,BBG000C3MXG5
AMCBF,AMEC PLC,BBG000DGFNQ4
AMDA,AMEDICA CORP,BBG000QVHQW1
AMED,AMEDISYS INC,BBG000B9ZV28
AMLC,AMELCO CORP,BBG000C44Q23
AMHD,AMELOT HOLDINGS INC,BBG000DYJ0D5
AMEN,AMEN PROPERTIES INC,BBG000BGSJM5
MABA,AMER BIOGENETIC SCIENCES-A,BBG000F73RG7
AMNB,AMER NATL BNKSHS/DANVILLE VA,BBG000BG8NR3
AGPDF,AMER SPORTS OYJ,BBG000BDD977
AMMX,AMERAMEX INTERNATIONAL,BBG000NW12R8
UHAL,AMERCO,BBG000BCFXT0
AEE,AMEREN CORPORATION,BBG000B9X8C0
AMRC,AMERESCO INC-CL A,BBG000BD1QL6
0558603D,AMERI METRO INC,BBG0035MVLW3
ASBI,AMERIANA BANCORP,BBG000BCG351
ACAL,AMERICA CALIFORNIA BANK (CA),BBG000N1GW58
AGRN,AMERICA GREENER TECHNOLOGIES,BBG000QDX4B5
AMOVF,AMERICA MOVIL SAB DE C-SER A,BBG000D0GYC9
AMXVF,AMERICA MOVIL SAB DE C-SER L,BBG000D06MW4
AWSRQ,AMERICA WEST RESOURCES INC,BBG000BS1254
CRMT,AMERICA'S CAR-MART INC,BBG000CM6L31
AASL,AMERICA'S SUPPLIERS INC,BBG000JMM577
FTER,AMERICAN ADDICTION CENTERS I,BBG000RNVNW9
AAL,AMERICAN AIRLINES GROUP INC,BBG005P7Q881
APP,AMERICAN APPAREL INC,BBG000L5TY17
AXL,AMERICAN AXLE & MFG HOLDINGS,BBG000BPYZV2
ABNC,AMERICAN BANCORP INC,BBG000BJ8MX2
ABKH,AMERICAN BANK HOLDINGS INC,BBG000BB07Q8
AMBK,AMERICAN BANK INC(PA),BBG000BXLFS7
ABKB,AMERICAN BASKETBALL ASSOCIAT,BBG000GPQ828
ABLT,AMERICAN BILTRITE INC,BBG000B9YFS6
ABMC,AMERICAN BIO MEDICA CORP,BBG000CK8P25
AMIB,AMERICAN BOARDING CO,BBG002WWSST6
ABRW,AMERICAN BREWING CO INC,BBG005YW6FV6
AMBZ,AMERICAN BUSINESS BANK,BBG000BKF9V2
ARBU,AMERICAN BUSINESS CORP,BBG000DPG467
ABSR,AMERICAN BUSINESS SERVICES I,BBG00276F9H0
AMHC,AMERICAN CAPITAL HOLDINGS IN,BBG003TRPVQ8
ACAS,AMERICAN CAPITAL LTD,BBG000BYR208
ACSF,AMERICAN CAPITAL SENIOR FLOA,BBG004XQWCG8
ANCI,AMERICAN CARESOURCE HOLDINGS,BBG000L6S5P3
ACBK,AMERICAN CITY BANK L.A.,BBG000C0K020
AACS,AMERICAN COMMERCE SOLUTIONS,BBG000JVQ2Q9
ACDP,AMERICAN COMMUNITY DEVELOPME,BBG000JMCN88
ACNI,AMERICAN COMMUNITY NEWSPAPER,BBG000GGSF20
AMERF,AMERICAN CONSOLIDATED MINERA,BBG000VF5KJ1
ANCS,AMERICAN CONSUMERS INC,BBG000BSN508
AUAG,AMERICAN CORDILLERA MINING C,BBG000TH5Q16
ACKRF,AMERICAN CREEK RESOURCES LTD,BBG000Q79GF4
0602672D,AMERICAN CRITTER COLLEGE INC,BBG003C7LHD9
CRYO,AMERICAN CRYOSTEM CORP,BBG001712SN8
MLYCF,AMERICAN CUMO MINING CORP,BBG000KV79N6
ADFS,AMERICAN DEFENSE SYSTEMS INC,BBG000D79QF6
ADGE,AMERICAN DG ENERGY INC,BBG000B9WLK3
ADHC,AMERICAN DIVERSIFIED HOLDING,BBG000BHRMT0
AMZG,AMERICAN EAGLE ENERGY CORP,BBG000Q4QN21
AEO,AMERICAN EAGLE OUTFITTERS,BBG000BGXZB5
AEP,AMERICAN ELECTRIC POWER,BBG000BB9KF2
AETI,AMERICAN ELECTRIC TECHNOLOGI,BBG000BXDQR3
AEDC,AMERICAN ENERGY DEVELOPMENT,BBG001QB8TP5
AEGG,AMERICAN ENERGY GROUP LTD,BBG000Q4JCJ5
AEEI,AMERICAN ENVIRONMENTAL ENERG,BBG000MDK0R4
AEL,AMERICAN EQUITY INVT LIFE HL,BBG000BB6H99
AXP,AMERICAN EXPRESS CO,BBG000BCQZS4
AFBG,AMERICAN FIBER GREEN PRODUCT,BBG000NQNC86
AMFL,AMERICAN FILMS INC,BBG000GN8P52
AFG,AMERICAN FINANCIAL GROUP INC,BBG000DPKKK0
AFRS,AMERICAN FIRST FINANCIAL INC,BBG000CBZKP1
AGDO,AMERICAN GOLD RESOURCES CORP,BBG000D7D772
GDFI,AMERICAN GOLDFIELDS INC,BBG000FDPLH2
AGIN,AMERICAN GRAPHITE TECHNOLOGI,BBG0025CGDW2
AMNE,AMERICAN GREEN GROUP INC,BBG000CGNSK1
ERBB,AMERICAN GREEN INC,BBG000M7VPP2
AHII,AMERICAN HERITAGE INTERNATIO,BBG0032VG102
AHMS,AMERICAN HOMESTAR CORP-C,BBG000P6VW94
AMIC,AMERICAN INDEPENDENCE CORP,BBG000G4NDG2
AILFQ,AMERICAN INSULOCK INC,BBG000LSVJK6
